people_eating_indian_food_Image_15.jpg,कोई हाथ से सब्ज़ी चावल खा रहा है , ,hi
people_eating_indian_food_Image_14.jpg,महिला ज़मीन पर बैठ कर टोकरी में पड़े काजू का छिलका उतर रही है, ,hi
people_eating_indian_food_Image_16.jpg,एक आदमी चश्मा पहने ठेले से आम ख़रीद रहा है आर पीछे कुछ लोग खड़े हैं , ,hi
people_eating_indian_food_Image_13.jpg,स्कूल की ड्रेस पहने विद्यार्थी ज़मीन पर बैठ कर खाना खा रहे हैं ऐंवम कोई ग्लास में पानी दल रहा है , ,hi
people_eating_indian_food_Image_12.png,एक व्यक्ति ठेले पर चाट  बना रहा है आर उसके साथ एक दूसरा आदमी खड़ा है और पीछे एक व्यक्ति अपने गोलगप्पे के ठेले के पीछे खड़ा है , ,hi
people_eating_indian_food_Image_8.jpg,एक बची मुस्कुराते हुए थाली से खाना खा रही है आर पीछे एक आर बची और आदमी बर्तन से खाना खा रहे हैं , ,hi
people_eating_indian_food_Image_9.jpg,एक महिला नदी तट पर फूल बेच रही है , ,hi
people_eating_indian_food_Image_2.jpg,गुरुद्वारे में लंगर बट रहा है आर लोग ज़मीन पर बैठ कर खा रहे हैं , ,hi
people_eating_indian_food_Image_3.jpg,टेबल पर बैठ कर दो महिलाएँ आर एक पुरुष केले के पत्ते में परोस हुआ खाना खा रहे हैं , ,hi
people_eating_indian_food_Image_1.jpg,लोग केले के पत्ते में परोस हुआ खाना खा रहे हैं , ,hi
people_eating_indian_food_Image_4.jpg,गोलगपे वाला लोगों को गोलगप्पे खिला रहा है , ,hi
people_eating_indian_food_Image_5.jpg,दो महिलायें प्लेट से खाना खा रही है, ,hi
people_eating_indian_food_Image_11.jpeg,एक बचा हाथ से प्लेट में रखा खाना खा रहा है और पास में पानी का ग्लास रखा है।, ,hi
people_indian_culture_Image_17.jpg,एक पुरुष महिला की माँग में सिंदूर भर रहा है।, ,hi
people_indian_culture_Image_13.jpg,बड़ी नथनी पहन चार महिलाएँ इस ओर देख रही हैं।, ,hi
people_indian_culture_Image_10.jpg,महिलायें नमस्ते कर रही हैं और साथ में एक पुरुष खड़ा है।, ,hi
people_indian_culture_Image_3.jpg,एक महिला सर पर रखकर झाड़ू की गठरी ले जा रही है।, ,hi
people_indian_culture_Image_5.jpg,तीन महिलायें रेल गाड़ी की पटरी पर बैठी हैं।, ,hi
people_indian_culture_Image_7.jpg,गणेश भगवान की मूर्ति के सामने फल रखे हैं और लोग उसके पास खड़े हैं।, ,hi
people_indian_culture_Image_20.jpg,भारतीय आदिवासी त्योहार मनाते लोग, ,hi
people_indian_culture_Image_18.png,राजस्थानी नाच गाना करते हुए लोग।, ,hi
